"condName","belief_avg","WEPT_max","policy_avg","MacArthur_SES","Share","country","Gender","Age","Education.2","Politics2_1","Politics2_9","Income"
"SystemJust",77,8,52.2222222222222,8,1,"turkey",2,25,3,99,99,6
"Letter2Future",99.5,8,100,7,2,"turkey",1,63,3,NA,NA,3
"CollectAction",100,8,98.1111111111111,7,1,"turkey",1,57,3,34,60,4
"Identity-Social-Norms-Intervention",100,1,77.7777777777778,7,0,"turkey",1,22,2,5,21,3
"Letter2Future",99.75,8,100,9,1,"turkey",1,57,4,75,76,5
"DynamicNorm",100,1,74.3333333333333,8,1,"turkey",1,23,2,100,100,3
"CollectAction",96.75,1,75.5555555555556,6,1,"turkey",1,25,3,52,53,4
"BindingMoral",77.25,1,77.5555555555556,3,2,"turkey",1,21,2,85,42,1
"CollectAction",100,1,94.3333333333333,9,0,"turkey",2,33,4,54,51,3
"PluralIgnorance",47.25,2,54,3,1,"turkey",1,40,4,52,52,3
"SciConsens",87.75,8,70.8888888888889,6,0,"turkey",2,35,3,29,30,5
"Identity-Social-Norms-Intervention",86.5,3,69.7777777777778,6,0,"turkey",1,36,3,14,39,3
"SystemJust",56.75,2,50.8888888888889,8,1,"turkey",2,42,3,58,78,3
"PluralIgnorance",90.25,8,61.1111111111111,9,1,"turkey",2,48,3,85,59,6
"NegativeEmotions",100,8,100,6,2,"turkey",2,44,3,11,11,4
"NegativeEmotions",77.5,0,75,6,0,"turkey",1,23,3,NA,NA,5
"DynamicNorm",99.75,2,81.8888888888889,8,1,"turkey",1,46,3,60,42,2
"SciConsens",100,8,74.5555555555556,5,0,"turkey",1,42,2,56,63,8
"NegativeEmotions",75.25,8,66.6666666666667,6,2,"turkey",2,35,3,4,59,4
"CollectAction",20,0,50.8888888888889,5,1,"turkey",2,52,2,61,86,2
"PluralIgnorance",76.25,8,72.3333333333333,3,0,"turkey",1,25,3,23,84,3
"Control",97.25,0,81.4444444444444,7,2,"turkey",1,25,2,NA,50,1
"BindingMoral",100,8,77.8888888888889,5,2,"turkey",2,40,3,51,50,5
"Letter2Future",100,0,76.4444444444444,5,1,"turkey",2,23,3,NA,NA,3
"Identity-Social-Norms-Intervention",100,0,100,8,2,"turkey",1,36,4,100,100,6
"Control",98.5,8,89,7,0,"turkey",2,47,3,62,63,3
"PluralIgnorance",100,8,71.5555555555556,3,0,"turkey",2,19,2,NA,51,1
"NegativeEmotions",86.25,7,68.3333333333333,4,2,"uganda",1,23,2,NA,NA,1
"CollectAction",84,4,80,4,1,"uganda",1,21,1,NA,NA,1
"PluralIgnorance",83.75,2,75.2222222222222,4,2,"uganda",1,46,2,NA,NA,1
"Letter2Future",84.75,8,79.2222222222222,3,1,"uganda",1,24,2,NA,NA,1
"SciConsens",90.25,2,54.5555555555556,3,2,"uganda",1,44,1,NA,NA,1
"CollectAction",82.25,8,71.4444444444444,5,2,"uganda",1,27,2,NA,NA,1
"SystemJust",71.75,6,69.1111111111111,5,2,"uganda",2,26,3,NA,NA,1
"PluralIgnorance",80.75,8,39.4444444444444,3,2,"uganda",2,35,2,NA,NA,1
"DynamicNorm",80.25,2,67.5555555555556,5,1,"uganda",2,25,2,NA,NA,1
"Control",44.75,3,48.5555555555556,3,1,"uganda",2,22,2,NA,NA,1
"NegativeEmotions",98,7,78.2222222222222,5,1,"uganda",1,30,3,NA,NA,1
"DynamicNorm",89.75,8,74.5555555555556,4,1,"uganda",2,26,2,NA,NA,1
"CollectAction",70.5,8,53.8888888888889,4,2,"uganda",2,19,2,NA,NA,1
"Identity-Social-Norms-Intervention",71.5,8,52.7777777777778,3,1,"uganda",2,26,2,NA,NA,1
"DynamicNorm",65.75,6,65.5555555555556,5,1,"uganda",2,31,2,NA,NA,1
"FutureSelfCont",100,5,77.6666666666667,4,1,"uganda",2,25,2,NA,NA,1
"SystemJust",90,8,85,4,1,"uganda",2,33,3,NA,NA,1
"FutureSelfCont",92.25,1,77.1111111111111,2,2,"uganda",2,46,1,NA,NA,1
"Control",55.25,3,66.7777777777778,4,1,"uganda",2,19,2,NA,NA,1
"SystemJust",72.75,1,56.4444444444444,4,1,"uganda",2,23,2,NA,NA,1
"CollectAction",86,7,52.2222222222222,3,1,"uganda",1,32,2,NA,NA,1
"DynamicNorm",97.75,8,72.8888888888889,4,2,"uganda",1,26,3,NA,NA,1
"PsychDistance",73.75,2,62.4444444444444,2,2,"uganda",1,40,1,NA,NA,1
"FutureSelfCont",68.25,1,41.1111111111111,4,2,"uganda",1,53,2,NA,NA,1
"BindingMoral",59.75,2,51.6666666666667,3,2,"uganda",1,52,1,NA,NA,1
"SciConsens",85.75,2,42.4444444444444,4,1,"uganda",2,37,3,NA,NA,1
"CollectAction",81.75,8,60,3,1,"uganda",2,50,3,NA,NA,1
"DynamicNorm",45.5,1,31.6666666666667,3,2,"uganda",2,29,1,NA,NA,1
"BindingMoral",42.25,2,40,4,0,"uganda",2,21,2,NA,NA,1
"Control",73,1,48,6,0,"uganda",1,22,3,NA,NA,1
"Letter2Future",87.75,3,55.5555555555556,2,1,"uganda",1,32,2,NA,NA,1
"PsychDistance",93.75,3,49,4,1,"uganda",1,24,2,NA,NA,1
"CollectAction",77.25,8,71.1111111111111,4,1,"uganda",1,30,2,NA,NA,1
"PsychDistance",100,8,38.6666666666667,10,0,"uganda",1,30,1,NA,NA,2
"PluralIgnorance",68.25,8,66.7777777777778,8,1,"uganda",2,30,2,NA,NA,1
"Identity-Social-Norms-Intervention",66.25,3,51.7777777777778,3,0,"uganda",1,27,2,NA,NA,9
"NegativeEmotions",89,1,53.6666666666667,1,2,"uganda",2,19,1,NA,NA,9
"Identity-Social-Norms-Intervention",88.25,8,86.6666666666667,2,1,"uganda",1,18,2,NA,NA,9
"Control",80,3,82.2222222222222,2,1,"uganda",2,26,2,NA,NA,1
"Identity-Social-Norms-Intervention",83,8,79.2222222222222,4,1,"uganda",2,28,2,NA,NA,2
"NegativeEmotions",77.75,8,69.8888888888889,4,1,"uganda",1,38,1,NA,NA,1
"Identity-Social-Norms-Intervention",47.5,6,57,4,1,"uganda",1,33,3,NA,NA,1
"Control",85.75,0,79,7,1,"uganda",1,29,3,NA,NA,1
"NegativeEmotions",54.75,1,28.4444444444444,4,2,"uganda",1,24,1,NA,NA,1
"Identity-Social-Norms-Intervention",85,1,41.5555555555556,2,2,"uganda",1,44,2,NA,NA,1
"SciConsens",100,8,100,3,2,"uganda",1,26,2,NA,NA,1
"Control",64.5,8,68.8888888888889,4,1,"uganda",1,44,1,NA,NA,1
"FutureSelfCont",80,8,63.8888888888889,3,1,"uganda",1,45,1,NA,NA,1
"NegativeEmotions",96.25,2,100,3,1,"uganda",2,27,2,NA,NA,1
"FutureSelfCont",100,8,100,4,1,"uganda",2,29,3,NA,NA,1
"FutureSelfCont",100,1,93,3,1,"uganda",2,39,1,NA,NA,1
"Identity-Social-Norms-Intervention",35.25,1,35.4444444444444,7,2,"uganda",4,32,1,NA,NA,1
"BindingMoral",100,0,66.6666666666667,2,2,"uganda",2,73,5,NA,NA,1
"CollectAction",100,0,100,1,2,"uganda",2,54,5,NA,NA,1
"NegativeEmotions",82.75,1,31.8888888888889,3,2,"uganda",1,55,1,NA,NA,1
"SciConsens",79.25,0,56.1111111111111,1,2,"uganda",1,67,2,NA,NA,1
"DynamicNorm",78.5,3,100,3,2,"uganda",2,69,1,NA,NA,1
"Letter2Future",100,3,62.7777777777778,2,2,"uganda",2,62,1,NA,NA,1
"Identity-Social-Norms-Intervention",91.25,1,77.7777777777778,1,2,"uganda",2,40,1,NA,NA,9
"Letter2Future",100,1,77.7777777777778,2,2,"uganda",2,42,1,NA,NA,1
"BindingMoral",82.75,8,88.2222222222222,7,2,"uganda",1,27,3,NA,NA,1
"Control",100,3,100,5,1,"uganda",2,62,1,NA,NA,1
"SystemJust",100,8,100,6,1,"uganda",1,22,2,NA,NA,1
"BindingMoral",100,1,100,3,1,"uganda",2,28,2,NA,NA,1
"PsychDistance",100,1,55.5555555555556,2,2,"uganda",2,24,2,NA,NA,1
"DynamicNorm",89.5,8,100,3,2,"uganda",2,39,1,NA,NA,9
"CollectAction",93,8,100,3,1,"uganda",2,28,2,NA,NA,1
"BindingMoral",100,8,100,2,2,"uganda",2,52,1,NA,NA,1
"FutureSelfCont",88.5,0,66.6666666666667,1,2,"uganda",1,56,1,NA,NA,9
"SystemJust",78.25,8,100,1,1,"uganda",1,42,3,NA,NA,9
"NegativeEmotions",100,0,100,1,2,"uganda",2,32,2,NA,NA,9
"SciConsens",97.25,8,72.3333333333333,2,2,"uganda",2,29,1,NA,NA,1
"PsychDistance",96.25,0,64.5555555555556,1,2,"uganda",2,80,5,NA,NA,9
"Control",100,8,100,3,2,"uganda",1,45,2,NA,NA,1
"SciConsens",100,8,99.6666666666667,2,1,"uganda",1,38,2,NA,NA,1
"Control",100,8,66.5555555555556,2,2,"uganda",1,58,1,NA,NA,1
"Control",100,8,100,2,2,"uganda",1,30,1,NA,NA,9
"SystemJust",100,8,100,2,2,"uganda",1,47,1,NA,NA,1
"Control",100,1,72.2222222222222,3,2,"uganda",1,65,1,NA,NA,1
"Control",65,8,65.5555555555556,3,1,"uganda",1,24,3,NA,NA,1
"PluralIgnorance",20.25,0,60,4,0,"uganda",1,24,2,NA,NA,1
"SciConsens",78,1,52.6666666666667,2,1,"uganda",1,43,2,NA,NA,1
"BindingMoral",62.5,8,76.6666666666667,3,1,"uganda",1,32,2,NA,NA,1
"SystemJust",100,0,63.3333333333333,6,2,"uganda",1,60,1,NA,NA,1
"NegativeEmotions",88.75,2,92.2222222222222,5,1,"uganda",2,20,1,NA,NA,1
"PluralIgnorance",82,1,64.2222222222222,1,1,"uganda",1,25,2,NA,NA,9
"SciConsens",49.75,0,60,2,1,"uganda",1,23,1,NA,NA,9
"CollectAction",92.5,8,78.8888888888889,3,1,"uganda",1,31,1,NA,NA,1
"DynamicNorm",75.75,8,72.2222222222222,1,2,"uganda",1,19,1,NA,NA,9
"DynamicNorm",74.75,8,84.4444444444444,1,1,"uganda",2,20,2,NA,NA,9
"DynamicNorm",69,8,69.4444444444444,2,1,"uganda",1,35,2,NA,NA,1
"SciConsens",66.25,2,91.1111111111111,7,2,"uganda",1,59,1,NA,NA,9
"NegativeEmotions",93.25,8,100,2,2,"uganda",2,37,1,NA,NA,1
"CollectAction",100,8,100,3,2,"uganda",2,45,1,NA,NA,1
"NegativeEmotions",51.75,8,71.1111111111111,1,1,"uganda",1,20,2,NA,NA,9
"SystemJust",76.25,8,73.8888888888889,4,1,"uganda",1,25,2,NA,NA,1
"BindingMoral",66.5,8,92.2222222222222,4,2,"uganda",1,32,2,NA,NA,1
"PsychDistance",80.5,8,90.2222222222222,2,2,"uganda",1,60,1,NA,NA,9
"BindingMoral",81,2,86.6666666666667,2,1,"uganda",1,27,1,NA,NA,1
"SystemJust",52.75,0,77.7777777777778,3,2,"uganda",1,32,1,NA,NA,1
"BindingMoral",75,8,87.8888888888889,2,2,"uganda",1,21,1,NA,NA,1
"SystemJust",47.25,0,31.8888888888889,4,2,"uganda",1,55,1,NA,NA,1
"PsychDistance",100,8,76.7777777777778,3,2,"uganda",1,45,1,NA,NA,1
"FutureSelfCont",100,8,100,2,1,"uganda",2,19,2,NA,NA,9
"PsychDistance",65.75,0,71.8888888888889,1,2,"uganda",2,30,5,NA,NA,9
"DynamicNorm",100,0,100,1,2,"uganda",2,26,1,NA,NA,9
"CollectAction",100,8,100,3,2,"uganda",2,25,2,NA,NA,1
"Letter2Future",88,0,100,3,2,"uganda",2,44,1,NA,NA,1
"SciConsens",100,0,100,1,2,"uganda",2,20,1,NA,NA,9
"Identity-Social-Norms-Intervention",88.75,0,97.7777777777778,4,2,"uganda",2,40,1,NA,NA,1
"PluralIgnorance",100,0,100,1,2,"uganda",2,19,1,NA,NA,9
"Control",100,0,77.7777777777778,1,2,"uganda",2,49,1,NA,NA,9
"BindingMoral",100,0,98.6666666666667,2,2,"uganda",2,40,5,NA,NA,9
"SystemJust",68.75,0,53.3333333333333,1,2,"uganda",2,30,1,NA,NA,1
"DynamicNorm",58.75,8,76.5555555555556,2,1,"uganda",1,38,1,NA,NA,1
"Control",77,8,84.4444444444444,3,1,"uganda",1,28,5,NA,NA,1
"FutureSelfCont",86.75,0,88.8888888888889,1,2,"uganda",1,52,5,NA,NA,1
"FutureSelfCont",89,8,79.8888888888889,4,1,"uganda",2,26,2,NA,NA,1
"Control",100,0,67.7777777777778,4,2,"uganda",1,35,1,NA,NA,1
"CollectAction",100,8,99.3333333333333,2,1,"uganda",1,33,1,NA,NA,1
"PluralIgnorance",100,8,64.4444444444444,1,2,"uganda",2,18,2,NA,NA,9
"FutureSelfCont",88.25,1,70.1111111111111,1,2,"uganda",1,20,1,NA,NA,1
"Control",100,8,70,2,2,"uganda",1,32,2,NA,NA,9
"DynamicNorm",0,8,0,NA,NA,"uganda",NA,NA,NA,NA,NA,NA
"BindingMoral",86,8,78,1,1,"uganda",1,27,2,NA,NA,1
"PluralIgnorance",97,8,86.7777777777778,1,0,"uganda",1,36,2,NA,NA,9
"Identity-Social-Norms-Intervention",88.25,8,67.6666666666667,1,2,"uganda",2,40,1,NA,NA,1
"Control",87.5,8,88.1111111111111,6,2,"uganda",1,26,1,NA,NA,1
"BindingMoral",88.25,8,65.1111111111111,1,1,"uganda",1,21,2,NA,NA,9
"DynamicNorm",87.75,8,88.8888888888889,6,1,"uganda",1,34,3,NA,NA,9
"Letter2Future",63.5,2,91.3333333333333,3,1,"uganda",1,43,2,NA,NA,1
"NegativeEmotions",80.25,1,84.2222222222222,1,2,"uganda",2,53,3,NA,NA,9
"BindingMoral",63.75,1,84.5555555555556,3,1,"uganda",1,51,2,NA,NA,1
"Control",82.75,2,61.5555555555556,2,1,"uganda",2,25,2,NA,NA,9
"FutureSelfCont",73,5,39.5555555555556,4,1,"uganda",2,31,2,NA,NA,1
"FutureSelfCont",88,8,72.7777777777778,1,1,"uganda",2,20,3,NA,NA,9
"Control",90.25,8,65.3333333333333,2,1,"uganda",1,40,2,NA,NA,9
"SciConsens",84,2,82.5555555555556,5,1,"uganda",1,42,2,NA,NA,1
"Letter2Future",96,1,55.5555555555556,1,0,"uganda",2,23,2,NA,NA,9
"FutureSelfCont",85.75,1,64.7777777777778,4,1,"uganda",1,33,2,NA,NA,1
"Letter2Future",90.25,3,73.3333333333333,4,1,"uganda",1,44,2,NA,NA,9
"Identity-Social-Norms-Intervention",100,8,85.2222222222222,1,1,"uganda",1,18,2,NA,NA,9
"Control",92,8,86.7777777777778,1,0,"uganda",2,29,2,NA,NA,9
"SystemJust",81.25,2,92.6666666666667,1,2,"uganda",2,74,1,NA,NA,9
"Identity-Social-Norms-Intervention",68.25,8,54.4444444444444,1,1,"uganda",2,19,2,NA,NA,9
"Letter2Future",87.25,0,100,4,1,"uganda",1,27,3,NA,NA,9
"Identity-Social-Norms-Intervention",79.25,4,50,1,1,"uganda",1,35,3,NA,NA,9
"SystemJust",45.5,5,85.5555555555556,3,1,"uganda",1,37,2,NA,NA,9
"Control",70.75,1,61.2222222222222,3,2,"uganda",2,46,1,NA,NA,9
"PluralIgnorance",54.75,8,68.1111111111111,1,1,"uganda",2,18,2,NA,NA,9
"Identity-Social-Norms-Intervention",91.25,1,67.7777777777778,2,0,"uganda",2,27,2,NA,NA,9
"FutureSelfCont",100,8,64.4444444444444,2,1,"uganda",1,22,2,NA,NA,9
"BindingMoral",84.75,8,79.6666666666667,4,2,"uganda",2,39,1,NA,NA,9
"FutureSelfCont",98.25,8,57.5555555555556,4,1,"uganda",1,59,1,NA,NA,9
"Control",100,8,61.1111111111111,1,2,"uganda",1,40,2,NA,NA,9
"Control",100,8,82.4444444444444,5,1,"uganda",1,27,3,NA,NA,9
"CollectAction",45.25,8,39.5555555555556,3,1,"uganda",2,32,3,NA,NA,1
"Identity-Social-Norms-Intervention",100,8,77.4444444444444,6,1,"uganda",1,45,4,NA,NA,1
"SciConsens",92.5,8,74.7777777777778,5,2,"uganda",1,50,4,NA,NA,1
"FutureSelfCont",86.5,8,86.8888888888889,3,1,"uganda",1,20,2,NA,NA,9
"SciConsens",92,8,65.2222222222222,4,1,"uganda",1,29,2,NA,NA,1
"DynamicNorm",100,1,85.5555555555556,4,2,"uganda",2,43,1,NA,NA,1
"PsychDistance",100,8,66.4444444444444,4,2,"uganda",2,35,1,NA,NA,1
"DynamicNorm",87.5,8,92.4444444444444,4,1,"uganda",1,30,2,NA,NA,1
"PluralIgnorance",89.5,8,73,4,2,"uganda",1,44,2,NA,NA,9
"Letter2Future",97.5,2,79.5555555555556,7,2,"uganda",2,30,2,NA,NA,1
"SystemJust",96.75,8,88.8888888888889,4,1,"uganda",1,33,1,NA,NA,9
"Letter2Future",89,8,77.7777777777778,2,1,"uganda",2,19,1,NA,NA,9
"BindingMoral",59.25,8,58.8888888888889,4,1,"uganda",1,20,2,NA,NA,9
"Letter2Future",97.25,3,62,4,2,"uganda",1,80,1,NA,NA,1
"BindingMoral",91.5,8,77.4444444444444,3,1,"uganda",1,25,4,NA,NA,9
"NegativeEmotions",88.75,8,94.6666666666667,4,1,"uganda",2,40,1,NA,NA,9
"Letter2Future",77.25,8,91.4444444444444,5,1,"uganda",1,23,2,NA,NA,9
"SciConsens",98.75,2,65.5555555555556,2,2,"uganda",1,28,1,NA,NA,1
"PluralIgnorance",65,2,86.4444444444444,1,2,"uganda",2,19,2,NA,NA,9
"SystemJust",69.5,8,82.2222222222222,2,2,"uganda",1,18,2,NA,NA,9
"Letter2Future",74.5,2,74.4444444444444,2,1,"uganda",1,20,2,NA,NA,1
"PsychDistance",100,3,37.1111111111111,2,2,"uganda",2,65,1,NA,NA,9
"SystemJust",88.75,8,53.4444444444444,2,2,"uganda",2,35,1,NA,NA,1
"PsychDistance",87.75,2,66.2222222222222,3,2,"uganda",2,38,1,NA,NA,9
"BindingMoral",86.75,8,73.1111111111111,2,2,"uganda",2,46,1,NA,NA,1
"CollectAction",100,8,66.7777777777778,3,2,"uganda",2,35,1,NA,NA,1
"Control",92.75,8,80.5555555555556,1,2,"uganda",2,29,1,NA,NA,9
"PsychDistance",69,1,69.4444444444444,1,2,"uganda",2,39,1,NA,NA,9
"Identity-Social-Norms-Intervention",100,8,78.3333333333333,3,2,"uganda",1,33,2,NA,NA,9
"PluralIgnorance",96,8,79.3333333333333,4,0,"uganda",1,35,3,NA,NA,9
"Control",88.75,8,96.7777777777778,1,1,"uganda",1,39,2,NA,NA,9
"CollectAction",90.75,8,90.1111111111111,4,1,"uganda",1,23,2,NA,NA,9
"NegativeEmotions",100,8,74.5555555555556,2,1,"uganda",1,20,2,NA,NA,9
"SystemJust",85.75,8,74.7777777777778,2,2,"uganda",1,36,1,NA,NA,1
"PluralIgnorance",94,8,74.3333333333333,2,1,"uganda",1,27,1,NA,NA,9
"Identity-Social-Norms-Intervention",100,8,63.5555555555556,2,2,"uganda",1,25,1,NA,NA,1
"Identity-Social-Norms-Intervention",98.5,3,60.5555555555556,4,2,"uganda",2,50,1,NA,NA,1
"FutureSelfCont",90.5,8,76.7777777777778,2,2,"uganda",1,23,1,NA,NA,9
"CollectAction",100,8,71.4444444444444,3,1,"uganda",1,27,2,NA,NA,1
"CollectAction",93.25,8,17.7777777777778,2,2,"uganda",2,24,1,NA,NA,9
"FutureSelfCont",78.25,8,72.4444444444444,2,2,"uganda",2,25,2,NA,NA,9
"Letter2Future",100,3,58.7777777777778,2,2,"uganda",2,44,2,NA,NA,9
"NegativeEmotions",92.75,8,54.7777777777778,3,2,"uganda",2,48,3,NA,NA,9
"CollectAction",100,8,62.5555555555556,3,1,"uganda",2,46,2,NA,NA,9
"FutureSelfCont",100,2,69.8888888888889,3,1,"uganda",2,45,2,NA,NA,9
"SciConsens",75.75,8,92.3333333333333,6,1,"uganda",1,48,5,NA,NA,9
"CollectAction",79,8,96.5555555555556,6,1,"uganda",1,27,3,NA,NA,9
"Control",100,0,71.3333333333333,4,2,"uganda",2,57,5,NA,NA,1
"BindingMoral",100,8,88.8888888888889,6,2,"uganda",2,37,1,NA,NA,1
"FutureSelfCont",100,8,95.5555555555556,3,2,"uganda",2,30,1,NA,NA,1
"FutureSelfCont",89,8,89.3333333333333,2,2,"uganda",2,26,1,NA,NA,1
"DynamicNorm",100,8,100,1,2,"uganda",2,25,1,NA,NA,1
"Control",99,8,79.7777777777778,3,1,"uganda",2,28,3,NA,NA,1
"CollectAction",85.25,1,69.6666666666667,3,1,"uganda",2,50,1,NA,NA,1
"FutureSelfCont",100,3,77.2222222222222,3,1,"uganda",1,43,1,NA,NA,1
"Control",94.25,8,97,4,1,"uganda",1,19,2,NA,NA,1
"PsychDistance",100,3,81.3333333333333,2,1,"uganda",2,20,1,NA,NA,1
"FutureSelfCont",100,8,79,3,1,"uganda",2,49,1,NA,NA,1
"SciConsens",100,1,88.7777777777778,4,1,"uganda",2,28,2,NA,NA,1
"NegativeEmotions",100,8,82.2222222222222,5,1,"uganda",1,63,2,NA,NA,1
"SystemJust",100,8,75.2222222222222,4,2,"uganda",2,21,2,NA,NA,1
"SystemJust",100,3,71.3333333333333,5,2,"uganda",1,45,2,NA,NA,2
"PluralIgnorance",100,8,90.8888888888889,4,2,"uganda",2,18,2,NA,NA,1
"FutureSelfCont",100,8,79.2222222222222,5,1,"uganda",2,20,2,NA,NA,1
"PsychDistance",100,2,78.4444444444444,3,2,"uganda",1,30,3,NA,NA,1
"Identity-Social-Norms-Intervention",100,4,93.3333333333333,3,0,"uganda",1,20,2,NA,NA,1
"PsychDistance",88.25,8,75.1111111111111,5,1,"uganda",1,18,2,NA,NA,1
"Letter2Future",100,3,77.7777777777778,2,0,"uganda",4,30,2,NA,NA,1
"SciConsens",100,1,56.3333333333333,5,2,"uganda",1,51,1,NA,NA,1
"PluralIgnorance",99.5,1,81,5,1,"uganda",1,39,3,NA,NA,1
"BindingMoral",100,8,79.6666666666667,2,1,"uganda",2,43,2,NA,NA,1
"Control",100,8,90.3333333333333,7,2,"uganda",1,27,2,NA,NA,1
"BindingMoral",100,8,87.4444444444444,5,2,"uganda",1,28,2,NA,NA,1
"PluralIgnorance",100,8,100,5,1,"uganda",2,54,2,NA,NA,1
"DynamicNorm",100,8,88,4,2,"uganda",1,62,2,NA,NA,1
"Identity-Social-Norms-Intervention",100,5,93,3,1,"uganda",1,49,2,NA,NA,1
"SystemJust",100,8,100,2,2,"uganda",1,44,1,NA,NA,1
"BindingMoral",99.75,2,100,3,2,"uganda",1,62,2,NA,NA,1
"Identity-Social-Norms-Intervention",91.25,1,94.5555555555556,3,1,"uganda",2,50,2,NA,NA,1
"Identity-Social-Norms-Intervention",100,2,100,4,1,"uganda",1,30,1,NA,NA,1
"FutureSelfCont",100,8,100,4,1,"uganda",2,37,2,NA,NA,1
"Control",100,1,68.8888888888889,2,2,"uganda",2,56,1,NA,NA,1
"BindingMoral",100,2,68.4444444444444,4,NA,"uganda",2,27,1,NA,NA,1
"Letter2Future",100,6,100,2,1,"uganda",1,57,4,NA,NA,1
"SystemJust",100,8,98.6666666666667,6,1,"uganda",2,54,2,NA,NA,1
"PluralIgnorance",100,5,95.7777777777778,6,2,"uganda",1,61,3,NA,NA,1
"SciConsens",100,3,99.5555555555556,5,1,"uganda",1,50,2,NA,NA,1
"Identity-Social-Norms-Intervention",100,1,98.5555555555556,6,1,"uganda",2,57,2,NA,NA,1
"Letter2Future",100,3,59.1111111111111,5,2,"uganda",2,27,1,NA,NA,1
"BindingMoral",100,1,84,3,2,"uganda",2,30,1,NA,NA,1
"CollectAction",100,0,55.2222222222222,2,2,"uganda",1,44,2,NA,NA,1
"PluralIgnorance",100,1,100,2,2,"uganda",1,57,1,NA,NA,1
"BindingMoral",100,4,100,4,2,"uganda",2,59,1,NA,NA,1
"DynamicNorm",99.75,8,100,2,2,"uganda",1,72,2,NA,NA,1
"FutureSelfCont",100,0,100,5,2,"uganda",1,63,2,NA,NA,1
"SystemJust",100,8,100,6,1,"uganda",2,46,1,NA,NA,1
"DynamicNorm",100,2,100,3,1,"uganda",2,53,2,NA,NA,1
"BindingMoral",100,8,100,6,1,"uganda",2,23,3,NA,NA,1
"Control",100,8,100,6,1,"uganda",2,41,3,NA,NA,1
"SciConsens",100,3,100,6,1,"uganda",2,45,2,NA,NA,1
"DynamicNorm",100,3,100,1,1,"uganda",2,70,1,NA,NA,1
"FutureSelfCont",100,2,88.8888888888889,2,1,"uganda",2,60,1,NA,NA,1
"DynamicNorm",100,8,100,3,1,"uganda",2,32,1,NA,NA,1
"SystemJust",100,1,100,2,1,"uganda",2,62,1,NA,NA,1
"PsychDistance",100,8,100,2,1,"uganda",1,40,1,NA,NA,1
"FutureSelfCont",99.75,2,88.5555555555556,2,1,"uganda",1,64,2,NA,NA,1
"Control",100,8,88.8888888888889,2,2,"uganda",2,25,2,NA,NA,1
"SystemJust",100,0,100,1,2,"uganda",2,19,2,NA,NA,1
"Identity-Social-Norms-Intervention",100,2,99.7777777777778,3,2,"uganda",1,56,1,NA,NA,1
"PsychDistance",100,0,100,2,2,"uganda",2,23,1,NA,NA,1
"PsychDistance",100,8,100,1,2,"uganda",2,37,1,NA,NA,1
"Control",100,6,100,1,2,"uganda",1,39,1,NA,NA,1
"FutureSelfCont",100,8,100,2,1,"uganda",2,29,2,NA,NA,1
"NegativeEmotions",100,1,100,2,2,"uganda",1,36,2,NA,NA,1
"FutureSelfCont",100,2,99.8888888888889,1,2,"uganda",1,36,2,NA,NA,1
"PsychDistance",100,4,100,7,1,"uganda",1,24,3,NA,NA,1
"PsychDistance",100,8,100,7,1,"uganda",1,25,3,NA,NA,1
"CollectAction",100,8,100,6,1,"uganda",1,25,2,NA,NA,1
"Letter2Future",100,2,100,5,1,"uganda",1,52,1,NA,NA,1
"PluralIgnorance",100,1,100,2,1,"uganda",1,55,1,NA,NA,1
"BindingMoral",100,1,77.7777777777778,3,1,"uganda",1,35,1,NA,NA,1
"Letter2Future",100,1,77.7777777777778,5,1,"uganda",2,32,2,NA,NA,1
"Letter2Future",100,2,100,6,2,"uganda",1,22,2,NA,NA,1
"DynamicNorm",100,1,98.4444444444444,4,1,"uganda",2,29,2,NA,NA,1
"PluralIgnorance",100,1,77.7777777777778,2,1,"uganda",1,23,2,NA,NA,1
"DynamicNorm",100,1,77.7777777777778,3,1,"uganda",1,23,2,NA,NA,1
"CollectAction",100,1,88.8888888888889,2,1,"uganda",1,27,2,NA,NA,1
"NegativeEmotions",100,8,100,4,1,"uganda",1,28,2,NA,NA,1
"Identity-Social-Norms-Intervention",100,1,100,5,1,"uganda",2,22,2,NA,NA,1
"DynamicNorm",100,8,100,3,1,"uganda",2,23,1,NA,NA,1
"DynamicNorm",100,0,100,5,2,"uganda",1,22,1,NA,NA,1
"Control",100,0,88.8888888888889,2,2,"uganda",1,19,1,NA,NA,1
"Letter2Future",100,8,88.8888888888889,4,1,"uganda",1,25,1,NA,NA,1
"CollectAction",100,0,100,5,2,"uganda",1,25,1,NA,NA,1
"Control",100,8,100,6,2,"uganda",1,25,2,NA,NA,1
"Control",100,8,100,5,2,"uganda",1,23,2,NA,NA,1
"Control",100,3,88.8888888888889,3,2,"uganda",1,22,1,NA,NA,1
"PluralIgnorance",100,1,92,1,2,"uganda",1,31,1,NA,NA,1
"Letter2Future",100,6,100,3,2,"uganda",2,23,2,NA,NA,1
"CollectAction",100,3,100,4,2,"uganda",2,24,1,NA,NA,1
"PluralIgnorance",100,8,100,3,1,"uganda",1,27,2,NA,NA,1
"DynamicNorm",100,1,100,2,2,"uganda",2,30,2,NA,NA,1
"PluralIgnorance",100,3,88.8888888888889,5,1,"uganda",2,32,1,NA,NA,1
"SciConsens",100,1,100,2,2,"uganda",1,30,1,NA,NA,1
