"condName","belief_avg","WEPT_max","policy_avg","MacArthur_SES","Share","country","Gender","Age","Education.2","Politics2_1","Politics2_9","Income"
"CollectAction",88.5,1,89,7,1,"usa",2,35,3,97,89,5
"Control",50.25,0,66.2222222222222,5,0,"usa",1,39,3,87,72,4
"Letter2Future",84,1,84.2222222222222,8,1,"usa",1,55,3,13,40,5
"SciConsens",0.5,0,1.22222222222222,4,0,"usa",1,66,3,100,100,5
"PluralIgnorance",57.5,0,80.2222222222222,7,0,"usa",2,53,3,46,51,5
"DynamicNorm",80.5,1,66.6666666666667,4,1,"usa",1,58,3,58,50,4
"PsychDistance",56.5,1,58.8888888888889,6,1,"usa",1,41,2,64,52,4
"SystemJust",42.75,8,28.7777777777778,3,1,"usa",2,47,2,6,8,2
"DynamicNorm",11.5,8,31,7,0,"usa",1,65,3,73,93,5
"FutureSelfCont",100,8,97.8888888888889,7,1,"usa",2,71,3,3,7,6
"SciConsens",5.5,7,6.11111111111111,6,0,"usa",1,51,3,100,100,6
"Identity-Social-Norms-Intervention",22,1,31.3333333333333,5,0,"usa",2,51,2,93,88,7
"Identity-Social-Norms-Intervention",58.5,3,85.8888888888889,6,1,"usa",2,51,3,45,45,6
"PsychDistance",80.75,1,77.2222222222222,2,1,"usa",1,34,3,100,91,4
"Letter2Future",59.5,8,59.3333333333333,5,0,"usa",2,55,3,51,55,5
"CollectAction",27.75,0,38.5555555555556,7,1,"usa",2,63,3,75,75,5
"FutureSelfCont",100,8,11.1111111111111,7,0,"usa",2,40,2,100,NA,1
"Control",100,1,100,9,0,"usa",2,50,4,3,5,9
"SystemJust",92.25,0,84.3333333333333,6,1,"usa",1,71,3,53,52,5
"PsychDistance",60.5,0,76.5555555555556,5,2,"usa",2,67,3,65,51,5
"NegativeEmotions",68.75,2,45.7777777777778,6,2,"usa",1,70,3,50,42,6
"Control",30.25,8,66.4444444444444,6,0,"usa",1,36,3,48,49,5
"BindingMoral",14,8,18.2222222222222,3,2,"usa",1,59,3,100,100,5
"BindingMoral",4.5,8,8.88888888888889,6,0,"usa",2,50,2,100,100,6
"SystemJust",0,8,13.7777777777778,3,0,"usa",2,53,3,100,100,4
"Letter2Future",99,8,84.3333333333333,7,0,"usa",2,71,4,2,1,5
"SciConsens",59.25,7,46.6666666666667,5,2,"usa",1,69,3,47,46,6
"DynamicNorm",77.75,1,79,9,1,"usa",1,35,4,0,0,6
"CollectAction",71.75,2,67,10,1,"usa",1,34,4,81,73,6
"SystemJust",100,8,100,3,2,"usa",2,71,2,50,51,3
"PluralIgnorance",6.75,0,27,3,0,"usa",1,54,2,90,100,2
"Control",47.75,8,0,6,2,"usa",1,51,3,NA,NA,1
"CollectAction",74.5,8,51.1111111111111,6,2,"usa",2,31,2,55,50,5
"DynamicNorm",100,2,100,10,1,"usa",2,45,3,0,0,8
"PluralIgnorance",73,8,67.5555555555556,10,1,"usa",1,34,4,80,62,6
"Identity-Social-Norms-Intervention",75.5,0,58.3333333333333,3,0,"usa",2,22,2,55,80,2
"BindingMoral",88.75,8,83.3333333333333,4,2,"usa",2,67,3,43,58,5
"PluralIgnorance",46,1,49.3333333333333,6,2,"usa",2,32,3,53,50,5
"SystemJust",2,0,3.55555555555556,1,2,"usa",2,35,2,92,88,1
"NegativeEmotions",8.75,0,9.33333333333333,5,0,"usa",2,67,3,81,80,5
"DynamicNorm",82,8,41.6666666666667,6,2,"usa",2,66,3,72,46,4
"SystemJust",100,0,99.4444444444444,2,0,"usa",1,71,3,20,21,3
"CollectAction",91.25,8,90.8888888888889,5,2,"usa",2,58,3,90,90,3
"BindingMoral",90.5,4,89.8888888888889,9,1,"usa",1,25,4,90,90,6
"SystemJust",100,0,41.8888888888889,3,0,"usa",2,50,2,51,59,4
"FutureSelfCont",88,4,84.2222222222222,6,2,"usa",1,69,3,48,40,2
"SciConsens",88.5,8,85.2222222222222,1,0,"usa",1,27,5,95,99,6
"PsychDistance",54.25,8,58.2222222222222,10,1,"usa",2,36,4,16,19,7
"NegativeEmotions",100,3,76,3,1,"usa",2,59,2,56,54,2
"DynamicNorm",16,8,15.5555555555556,4,2,"usa",2,66,3,82,92,3
"Control",54.75,8,45.6666666666667,9,1,"usa",2,69,2,90,97,4
"SystemJust",100,1,92.4444444444444,2,0,"usa",2,52,2,1,2,4
"FutureSelfCont",6.5,8,28.3333333333333,8,2,"usa",1,71,3,94,92,5
"Identity-Social-Norms-Intervention",93.75,8,17.1111111111111,7,1,"usa",1,36,3,22,10,8
"NegativeEmotions",91.75,1,75.2222222222222,8,2,"usa",2,35,3,57,55,6
"BindingMoral",100,8,88.8888888888889,5,1,"usa",2,68,3,74,100,2
"FutureSelfCont",100,8,80,7,1,"usa",2,70,2,59,59,5
"SciConsens",57.5,4,59.5555555555556,6,1,"usa",2,60,3,85,100,5
"SystemJust",0,0,11.1111111111111,1,0,"usa",2,21,3,NA,NA,9
"BindingMoral",71,8,33.5555555555556,7,1,"usa",2,43,4,66,71,5
"Letter2Future",46.75,8,60.7777777777778,4,1,"usa",1,40,4,78,58,7
"Letter2Future",90.25,5,90.2222222222222,10,1,"usa",1,42,2,82,98,6
"NegativeEmotions",39.75,8,22.8888888888889,4,0,"usa",2,65,2,98,93,5
"BindingMoral",84.5,0,42.7777777777778,8,2,"usa",1,74,3,78,72,4
"SystemJust",83.25,0,73.3333333333333,3,1,"usa",2,52,3,18,21,3
"SciConsens",75.75,8,65.3333333333333,5,0,"usa",2,63,3,36,59,4
"PluralIgnorance",71.25,1,62.4444444444444,4,2,"usa",1,63,4,27,20,5
"Identity-Social-Norms-Intervention",4,7,25.2222222222222,5,0,"usa",2,72,3,54,53,4
"SciConsens",86.25,4,50.2222222222222,2,0,"usa",2,68,4,20,100,4
"PluralIgnorance",98,8,82.2222222222222,7,1,"usa",1,37,3,2,1,7
"CollectAction",100,8,49.3333333333333,4,0,"usa",2,64,4,6,75,5
"PsychDistance",93,8,92.1111111111111,10,1,"usa",1,40,3,21,21,6
"FutureSelfCont",53.5,8,44.8888888888889,3,2,"usa",2,33,3,53,52,3
"Letter2Future",57.25,0,60.4444444444444,3,0,"usa",1,46,3,58,51,4
"SciConsens",1.5,0,6.11111111111111,2,0,"usa",1,63,2,99,100,3
"NegativeEmotions",59,8,45,7,1,"usa",1,30,4,76,79,6
"FutureSelfCont",100,5,100,5,2,"usa",1,59,4,52,51,1
"NegativeEmotions",63,1,57.4444444444444,8,1,"usa",2,32,3,69,67,5
"SystemJust",78,8,85,7,1,"usa",1,35,3,77,93,6
"Identity-Social-Norms-Intervention",80,1,92.2222222222222,1,1,"usa",2,36,3,NA,NA,6
"PluralIgnorance",59,0,37.2222222222222,5,0,"usa",2,61,3,44,49,1
"PsychDistance",75.25,2,70.8888888888889,8,1,"usa",2,30,3,78,73,4
"Identity-Social-Norms-Intervention",8.75,1,15.7777777777778,7,0,"usa",2,52,2,100,100,6
"CollectAction",100,8,100,6,1,"usa",1,42,4,78,55,7
"PluralIgnorance",81,1,78.6666666666667,6,1,"usa",2,41,4,58,37,7
"FutureSelfCont",63.75,0,55.2222222222222,4,1,"usa",2,47,3,3,4,5
"SystemJust",89.25,2,96.6666666666667,7,1,"usa",1,33,3,14,11,5
"BindingMoral",0,0,9.22222222222222,5,2,"usa",1,66,2,100,100,4
"PluralIgnorance",96.75,0,26.5555555555556,6,0,"usa",2,54,3,58,54,5
"CollectAction",97.25,8,86.7777777777778,5,2,"usa",1,66,2,23,30,4
"PsychDistance",86,1,83.1111111111111,10,1,"usa",1,43,3,59,52,3
"NegativeEmotions",73.75,8,41.7777777777778,7,0,"usa",2,31,4,63,91,7
"CollectAction",63.75,8,64.2222222222222,5,1,"usa",2,39,2,94,78,1
"SystemJust",100,8,91.6666666666667,5,1,"usa",2,60,3,52,59,5
"SciConsens",100,8,75.5555555555556,5,2,"usa",2,68,3,41,26,4
"SystemJust",39.5,2,53.8888888888889,9,1,"usa",1,36,4,60,81,8
"Identity-Social-Norms-Intervention",53.5,8,0,6,1,"usa",2,45,2,68,73,2
"BindingMoral",77,8,34.5555555555556,2,0,"usa",2,65,2,72,100,2
"Control",82.25,8,65.4444444444444,6,2,"usa",4,19,2,0,0,5
"Control",1,8,1.44444444444444,5,2,"usa",1,57,3,76,100,6
"DynamicNorm",50.5,8,61.4444444444444,8,2,"usa",2,70,3,55,54,6
"Control",84.5,8,77.8888888888889,7,1,"usa",1,37,4,96,90,8
"SciConsens",71,8,60,3,1,"usa",1,41,2,13,35,3
"Identity-Social-Norms-Intervention",95.75,8,69.3333333333333,4,2,"usa",2,66,3,94,NA,9
"SciConsens",98.5,8,74.6666666666667,10,1,"usa",2,44,4,84,97,6
"NegativeEmotions",45.75,0,55,4,0,"usa",2,38,2,NA,NA,5
"PluralIgnorance",100,8,95.1111111111111,6,1,"usa",1,30,3,20,78,6
"Identity-Social-Norms-Intervention",99.75,8,92.5555555555556,7,1,"usa",1,22,3,NA,NA,9
"CollectAction",98.5,2,92.8888888888889,10,2,"usa",2,36,3,64,69,5
"DynamicNorm",100,8,100,6,1,"usa",2,74,3,50,50,5
"Identity-Social-Norms-Intervention",91.25,1,88.8888888888889,7,1,"usa",1,45,4,24,21,6
"NegativeEmotions",5.75,0,47.2222222222222,9,0,"usa",1,60,3,55,53,4
"SystemJust",96.5,4,82.6666666666667,5,1,"usa",4,26,3,15,12,4
"DynamicNorm",14.25,1,41.8888888888889,8,0,"usa",1,31,3,99,98,8
"PluralIgnorance",99.5,1,87.4444444444444,3,0,"usa",2,29,3,99,83,5
"BindingMoral",28.25,1,33.5555555555556,8,1,"usa",1,36,3,100,100,5
"CollectAction",75.75,0,55.4444444444444,5,1,"usa",1,29,2,78,39,4
"BindingMoral",92,0,76.7777777777778,3,2,"usa",4,22,2,NA,NA,1
"Letter2Future",86.75,8,84,10,1,"usa",1,46,4,96,86,6
"PluralIgnorance",69,2,50.4444444444444,5,1,"usa",2,45,3,45,43,4
"Letter2Future",90.75,2,47.4444444444444,4,2,"usa",2,27,2,51,62,1
"Control",94,0,80.1111111111111,3,0,"usa",2,34,3,10,55,4
"Identity-Social-Norms-Intervention",57.5,8,45.4444444444444,3,1,"usa",2,22,2,51,50,3
"BindingMoral",22,0,21.5555555555556,6,2,"usa",1,55,3,73,83,3
"PsychDistance",100,2,100,10,1,"usa",1,44,3,100,100,5
"DynamicNorm",94.5,8,76.5555555555556,6,2,"usa",2,61,3,46,55,5
"NegativeEmotions",93.75,8,91.3333333333333,6,1,"usa",1,59,3,84,97,5
"NegativeEmotions",67.25,2,56.8888888888889,5,2,"usa",1,39,2,61,84,5
"FutureSelfCont",85.75,2,84.8888888888889,10,1,"usa",2,20,2,67,62,4
"SystemJust",68,2,70.5555555555556,8,1,"usa",1,26,2,30,68,4
"Letter2Future",68.75,3,71.5555555555556,4,1,"usa",1,56,3,28,74,5
"DynamicNorm",52.75,8,34.2222222222222,1,0,"usa",1,33,2,49,53,8
"CollectAction",99,0,81.8888888888889,4,2,"usa",2,69,3,3,5,4
"CollectAction",47.5,5,26.6666666666667,8,2,"usa",2,52,3,70,79,5
"DynamicNorm",81,3,85.2222222222222,3,2,"usa",2,19,2,1,1,4
"Control",100,8,100,10,1,"usa",1,42,4,100,100,8
"SciConsens",99.5,4,89,8,1,"usa",2,69,3,52,51,4
"SystemJust",100,8,76.7777777777778,10,2,"usa",2,25,2,51,42,4
"NegativeEmotions",91.5,2,89.5555555555556,6,1,"usa",2,29,2,64,70,1
"Identity-Social-Norms-Intervention",89.5,8,89.2222222222222,6,1,"usa",1,37,3,90,87,6
"CollectAction",59,2,52.1111111111111,1,2,"usa",1,40,2,45,51,1
"BindingMoral",27,8,35.1111111111111,4,2,"usa",2,37,3,52,48,3
"FutureSelfCont",74.5,2,75,6,1,"usa",1,26,3,36,34,4
"Control",100,8,51.1111111111111,5,2,"usa",1,74,2,53,51,4
"PsychDistance",35.5,8,45.2222222222222,7,2,"usa",2,70,4,98,86,4
"PluralIgnorance",85,8,73.8888888888889,7,1,"usa",1,32,3,86,84,8
"CollectAction",100,0,98.3333333333333,9,1,"usa",1,45,4,96,100,6
"SciConsens",100,0,100,10,1,"usa",1,37,2,100,100,8
"DynamicNorm",75.25,8,41.8888888888889,7,2,"usa",2,29,2,95,95,1
"PsychDistance",92.25,0,69.5555555555556,4,2,"usa",2,62,2,NA,NA,1
"Control",78.75,8,81.1111111111111,6,1,"usa",1,69,3,28,79,3
"NegativeEmotions",40.25,8,33.6666666666667,4,0,"usa",2,42,3,53,60,5
"PluralIgnorance",87.5,1,86.6666666666667,6,2,"usa",2,32,2,41,69,3
"CollectAction",75,8,22.2222222222222,10,2,"usa",1,24,2,51,51,9
"SciConsens",48.75,8,46,7,2,"usa",2,46,2,38,51,1
"FutureSelfCont",60,2,40.5555555555556,6,1,"usa",1,35,4,31,27,7
"Identity-Social-Norms-Intervention",55.25,8,56.1111111111111,3,1,"usa",2,29,3,24,27,3
"BindingMoral",77.5,8,11.1111111111111,6,0,"usa",2,44,2,43,52,4
"Control",87,1,53.5555555555556,5,1,"usa",2,41,2,9,17,3
"Identity-Social-Norms-Intervention",64,8,40.3333333333333,2,0,"usa",2,61,2,57,4,3
"DynamicNorm",60.5,8,61.1111111111111,3,2,"usa",2,54,2,55,58,3
"FutureSelfCont",57,2,44,4,1,"usa",1,34,4,44,49,5
"PsychDistance",60.75,0,67,10,2,"usa",2,20,2,86,48,1
"SystemJust",0,8,26.8888888888889,4,0,"usa",2,58,2,100,100,4
"BindingMoral",100,2,70.1111111111111,1,0,"usa",2,40,3,54,56,6
"Identity-Social-Norms-Intervention",100,8,77.2222222222222,4,0,"usa",2,67,3,0,0,1
"SciConsens",89.75,8,83.7777777777778,7,1,"usa",1,42,5,65,71,2
"Control",100,8,85.7777777777778,7,1,"usa",1,56,5,74,100,4
"Control",1.25,0,50.6666666666667,5,0,"usa",2,69,3,93,87,5
"PluralIgnorance",72.5,0,2.22222222222222,8,1,"usa",1,35,4,1,0,6
"DynamicNorm",82.25,1,35,7,1,"usa",2,35,3,80,87,8
"PsychDistance",88,8,84.5555555555556,6,1,"usa",1,30,3,20,28,7
"SciConsens",100,8,48.4444444444444,8,1,"usa",1,37,3,7,4,7
"DynamicNorm",39.5,8,18.1111111111111,5,0,"usa",2,47,3,0,0,4
"BindingMoral",80.25,0,72.3333333333333,7,1,"usa",1,38,4,85,43,6
"DynamicNorm",87.75,8,42.3333333333333,5,1,"usa",2,39,3,9,15,1
"NegativeEmotions",28.25,0,30,2,1,"usa",2,43,3,34,39,5
"SystemJust",72.75,8,63.4444444444444,5,1,"usa",1,35,4,70,71,8
"Control",93.5,3,74.5555555555556,3,0,"usa",2,50,3,NA,NA,1
"Letter2Future",45,1,41.6666666666667,1,1,"usa",1,35,3,0,0,5
"Identity-Social-Norms-Intervention",74.25,1,71.8888888888889,1,1,"usa",1,42,3,79,86,6
"DynamicNorm",59.25,0,62.8888888888889,7,0,"usa",1,37,3,54,52,6
"SciConsens",87.5,1,74,9,1,"usa",1,35,4,84,22,8
"FutureSelfCont",100,0,79.3333333333333,4,1,"usa",2,74,3,52,52,3
"CollectAction",91.25,8,83.3333333333333,5,0,"usa",2,66,3,80,78,5
"SciConsens",0,1,74.5555555555556,1,1,"usa",2,54,3,91,96,4
"BindingMoral",66.5,7,71.4444444444444,8,0,"usa",2,65,3,1,52,5
"Control",88.75,2,73.5555555555556,8,1,"usa",2,30,3,85,84,5
"PluralIgnorance",64,1,54.1111111111111,8,1,"usa",1,35,4,66,39,7
"Identity-Social-Norms-Intervention",81.75,0,77.7777777777778,6,1,"usa",1,60,3,46,64,5
"BindingMoral",52.75,0,29.5555555555556,5,2,"usa",1,68,2,85,81,4
"NegativeEmotions",76.5,0,80.4444444444444,8,1,"usa",1,40,4,100,100,7
"CollectAction",62.5,1,65.3333333333333,8,1,"usa",1,35,3,44,64,6
"SciConsens",89.5,2,66.1111111111111,6,0,"usa",2,44,3,50,75,7
"PluralIgnorance",59.5,8,55.6666666666667,7,0,"usa",2,39,2,56,51,4
"NegativeEmotions",82.25,8,88.1111111111111,7,2,"usa",1,64,3,99,100,5
"Letter2Future",91.25,2,82.3333333333333,8,1,"usa",1,38,4,50,53,6
"BindingMoral",75.5,2,69.8888888888889,8,1,"usa",1,40,4,13,15,7
"Control",88.25,8,72.2222222222222,6,1,"usa",1,38,4,100,0,6
"PsychDistance",95.25,8,88.8888888888889,8,1,"usa",2,37,4,53,15,8
"DynamicNorm",100,8,81.7777777777778,3,0,"usa",4,27,3,0,31,4
"Control",69.75,0,50.5555555555556,6,0,"usa",2,31,4,49,53,4
"NegativeEmotions",95.5,0,95.8888888888889,4,2,"usa",2,74,3,11,21,4
"PluralIgnorance",50.25,0,44.4444444444444,5,0,"usa",2,30,3,96,73,5
"Letter2Future",86.5,0,82.3333333333333,7,1,"usa",1,33,3,10,8,5
"Identity-Social-Norms-Intervention",80.75,4,68.2222222222222,7,0,"usa",2,71,3,62,52,5
"FutureSelfCont",94,8,93.1111111111111,10,1,"usa",1,40,3,94,91,7
"SystemJust",52.75,2,50.1111111111111,9,1,"usa",1,40,4,41,80,7
"CollectAction",93.75,4,50.3333333333333,8,1,"usa",1,41,4,81,72,6
"PsychDistance",69.25,1,68.1111111111111,9,1,"usa",1,42,4,64,49,5
"Identity-Social-Norms-Intervention",84.25,0,76.6666666666667,6,0,"usa",2,72,3,73,73,5
"BindingMoral",94.75,2,98.5555555555556,8,1,"usa",1,47,4,64,65,7
"CollectAction",79,3,81,9,1,"usa",1,30,4,77,84,7
"Control",87.75,8,75.8888888888889,9,0,"usa",2,68,3,56,63,3
"BindingMoral",97.75,1,90.5555555555556,7,0,"usa",2,66,3,69,60,5
"SystemJust",75.75,8,62.8888888888889,7,2,"usa",2,72,3,80,79,4
"NegativeEmotions",47.25,1,54.2222222222222,5,0,"usa",2,64,3,43,8,4
"PsychDistance",81.5,7,66.4444444444444,5,0,"usa",2,35,3,31,35,5
"Control",4.25,8,11.1111111111111,5,0,"usa",2,68,3,73,70,3
"Control",88.5,8,23.5555555555556,7,1,"usa",1,36,3,87,88,8
"Identity-Social-Norms-Intervention",87.5,8,72.4444444444444,5,2,"usa",2,27,2,67,69,4
"SciConsens",32.5,8,37.6666666666667,5,1,"usa",1,37,3,81,77,5
"SciConsens",89.5,8,69.1111111111111,7,1,"usa",1,30,2,78,83,5
"FutureSelfCont",63.25,8,59.6666666666667,7,0,"usa",1,70,3,68,63,6
"NegativeEmotions",31,1,77.2222222222222,8,1,"usa",1,35,4,94,89,7
"PsychDistance",44,8,49.5555555555556,5,1,"usa",1,34,4,29,33,6
"CollectAction",100,0,97.8888888888889,3,0,"usa",1,45,2,12,13,2
"DynamicNorm",39.75,1,61.8888888888889,7,2,"usa",2,69,2,100,99,4
"Letter2Future",97.5,8,69.3333333333333,7,1,"usa",1,68,4,77,57,5
"SystemJust",95.75,8,59.3333333333333,7,2,"usa",1,68,3,45,51,5
"SystemJust",26,1,44.6666666666667,7,1,"usa",2,24,3,73,96,2
"FutureSelfCont",3.25,3,2.33333333333333,8,2,"usa",1,66,3,84,74,6
"SciConsens",56.5,8,53.2222222222222,5,1,"usa",1,30,4,68,55,6
"PluralIgnorance",74.75,8,71.8888888888889,4,2,"usa",1,66,3,35,36,3
"BindingMoral",86.75,8,80,9,1,"usa",1,65,3,47,58,8
"CollectAction",73.75,8,65.1111111111111,6,0,"usa",2,73,4,70,59,5
"Letter2Future",81.75,8,69,5,1,"usa",2,48,3,56,52,2
"Letter2Future",95.5,0,58.3333333333333,3,0,"usa",2,69,3,3,20,3
"Identity-Social-Norms-Intervention",32,0,54,8,0,"usa",1,70,3,78,52,5
"SciConsens",35.25,8,57,5,0,"usa",1,41,4,32,84,4
"DynamicNorm",55.5,8,61.1111111111111,5,2,"usa",1,67,2,61,56,9
"DynamicNorm",88.25,2,86.6666666666667,4,2,"usa",2,60,3,40,71,5
"Letter2Future",82,8,76,7,2,"usa",2,72,3,36,43,4
"SciConsens",91.5,0,65,7,2,"usa",2,24,2,20,51,5
"PluralIgnorance",100,8,88.5555555555556,5,0,"usa",1,47,3,1,2,5
"DynamicNorm",100,8,99.8888888888889,4,1,"usa",1,69,2,18,0,4
"Identity-Social-Norms-Intervention",74,7,54.2222222222222,7,1,"usa",2,42,3,98,94,1
"CollectAction",100,8,97.6666666666667,8,1,"usa",2,25,4,82,83,6
"NegativeEmotions",82,8,81,6,2,"usa",1,34,3,26,60,5
"Identity-Social-Norms-Intervention",90,2,76.6666666666667,4,1,"usa",1,58,2,23,27,3
"NegativeEmotions",80.25,8,84.5555555555556,8,1,"usa",1,31,3,83,80,7
"PsychDistance",46.75,6,63.4444444444444,10,1,"usa",1,40,4,67,68,8
"SciConsens",24.5,1,26.6666666666667,2,0,"usa",2,39,2,56,54,4
"Letter2Future",96.5,1,83.5555555555556,6,2,"usa",2,43,4,50,46,6
"DynamicNorm",65.75,8,31.3333333333333,5,1,"usa",1,35,4,56,27,1
"FutureSelfCont",52.75,8,65.4444444444444,7,2,"usa",2,19,3,71,72,5
"Letter2Future",64,3,68.2222222222222,4,1,"usa",1,22,5,73,60,5
"Identity-Social-Norms-Intervention",58.25,1,52.3333333333333,6,0,"usa",1,44,3,51,52,5
"BindingMoral",89.75,1,62.8888888888889,4,2,"usa",2,23,3,7,11,5
"Control",92.75,8,16.2222222222222,5,0,"usa",2,44,4,NA,NA,4
"PsychDistance",33,8,30.6666666666667,5,2,"usa",2,36,2,18,100,5
"Letter2Future",100,0,100,8,0,"usa",2,48,2,54,55,4
"CollectAction",100,2,100,5,1,"usa",2,49,3,3,2,5
"Identity-Social-Norms-Intervention",95.75,4,66.7777777777778,2,1,"usa",2,39,2,NA,NA,2
"SystemJust",98.5,8,97.7777777777778,6,1,"usa",2,55,2,59,55,1
"NegativeEmotions",44,0,49.7777777777778,10,2,"usa",2,59,2,33,45,1
"PluralIgnorance",100,3,83,5,0,"usa",1,57,3,1,1,5
"PsychDistance",100,3,100,10,1,"usa",2,44,4,5,6,5
"DynamicNorm",2,8,42.5555555555556,7,0,"usa",1,74,2,81,81,5
"BindingMoral",96.75,2,60.7777777777778,6,1,"usa",1,40,4,95,96,5
"BindingMoral",39.25,8,30.6666666666667,3,2,"usa",2,42,2,53,52,4
"CollectAction",99.25,2,98.7777777777778,2,1,"usa",2,38,3,9,6,4
"PluralIgnorance",57.75,8,73.2222222222222,5,1,"usa",2,50,3,71,72,4
"PluralIgnorance",100,8,89.2222222222222,5,2,"usa",2,69,2,3,53,4
"SciConsens",97.75,7,85.6666666666667,5,2,"usa",1,54,2,43,32,5
"PsychDistance",90,8,77.2222222222222,5,0,"usa",1,48,2,72,51,4
"CollectAction",75,8,41.4444444444444,4,1,"usa",2,45,3,76,70,4
"BindingMoral",93.5,8,81.6666666666667,3,1,"usa",2,39,3,85,74,5
"NegativeEmotions",82.5,8,57.4444444444444,3,0,"usa",2,73,2,NA,NA,3
"PluralIgnorance",100,1,85.4444444444444,5,2,"usa",1,30,2,11,14,5
"DynamicNorm",72.5,8,0,6,2,"usa",1,35,2,100,100,1
"SystemJust",85.25,4,64.2222222222222,5,0,"usa",2,61,2,NA,NA,9
"CollectAction",100,3,97.2222222222222,8,1,"usa",2,45,4,88,94,7
"BindingMoral",59.75,0,48,7,1,"usa",1,35,3,43,47,8
"Identity-Social-Norms-Intervention",48.75,8,50.6666666666667,4,1,"usa",1,40,2,53,52,2
"PluralIgnorance",1.75,0,27.4444444444444,5,0,"usa",1,64,2,100,100,1
"PluralIgnorance",80.5,1,41.2222222222222,9,1,"usa",2,28,3,61,61,5
"DynamicNorm",21.75,0,34.8888888888889,4,0,"usa",2,68,3,78,77,5
"NegativeEmotions",83.5,0,62.4444444444444,4,0,"usa",2,46,3,17,22,4
"SciConsens",90,8,79.4444444444444,4,1,"usa",2,42,3,78,100,4
"SciConsens",10.75,8,50,6,2,"usa",2,67,3,49,99,8
"BindingMoral",78,2,75.1111111111111,6,0,"usa",2,60,3,53,50,5
"Control",32.25,5,55.3333333333333,7,2,"usa",1,50,2,100,NA,4
"PluralIgnorance",38.25,3,54.7777777777778,8,1,"usa",2,44,3,63,81,4
"PluralIgnorance",78.5,8,84.6666666666667,6,1,"usa",2,50,3,76,84,4
"PsychDistance",82.75,1,89.6666666666667,7,1,"usa",2,18,2,7,19,5
"NegativeEmotions",24.5,7,16.6666666666667,6,0,"usa",1,73,3,75,76,5
"SystemJust",100,8,0,6,2,"usa",2,61,4,51,50,5
"BindingMoral",100,0,62.8888888888889,6,0,"usa",2,51,3,55,56,4
"NegativeEmotions",91.5,8,93,10,1,"usa",1,40,3,92,89,7
"SciConsens",91.5,8,90.8888888888889,5,1,"usa",1,66,3,24,4,5
"Letter2Future",85.75,6,90.6666666666667,6,1,"usa",2,36,2,67,71,1
"Control",74.25,0,35.6666666666667,1,0,"usa",2,43,2,52,55,1
"Identity-Social-Norms-Intervention",1,8,12.2222222222222,6,1,"usa",1,64,3,52,53,5
"PsychDistance",92.75,1,86.8888888888889,6,1,"usa",2,73,3,15,14,4
"SystemJust",94.25,8,38.6666666666667,5,0,"usa",2,71,3,64,52,4
"NegativeEmotions",63.75,2,56.8888888888889,4,2,"usa",2,47,3,65,65,5
"SciConsens",76.75,2,75.4444444444444,4,2,"usa",2,47,3,35,38,5
"PsychDistance",100,8,99.7777777777778,1,1,"usa",1,67,3,3,4,4
"Control",100,8,50.2222222222222,3,1,"usa",2,54,2,56,59,4
"FutureSelfCont",61,8,24.4444444444444,5,0,"usa",2,48,2,54,63,1
"Letter2Future",34.75,8,69.3333333333333,8,0,"usa",2,70,4,98,98,4
"NegativeEmotions",57,0,50.2222222222222,4,1,"usa",1,29,5,84,59,3
"DynamicNorm",9.25,8,27.4444444444444,4,1,"usa",2,59,3,85,82,4
"SystemJust",9.75,0,17.8888888888889,4,0,"usa",2,48,2,41,NA,5
"Letter2Future",84.75,0,72.1111111111111,8,1,"usa",1,44,4,82,14,6
"BindingMoral",100,8,80.7777777777778,7,1,"usa",2,32,3,100,94,5
"BindingMoral",71.25,0,66.6666666666667,7,1,"usa",2,45,4,83,58,6
"NegativeEmotions",42.25,0,0,5,2,"usa",2,20,2,4,6,1
"DynamicNorm",16,8,50.6666666666667,5,2,"usa",2,62,3,72,34,4
"BindingMoral",29.75,0,41.4444444444444,9,1,"usa",1,35,4,26,32,7
"Control",27.75,0,38.1111111111111,9,1,"usa",1,35,4,26,33,7
"PsychDistance",86.5,1,48.5555555555556,4,2,"usa",2,30,2,44,47,4
"SystemJust",97.25,0,55.3333333333333,1,0,"usa",2,60,2,51,53,3
"Identity-Social-Norms-Intervention",89.25,3,80.6666666666667,8,0,"usa",2,57,4,20,21,5
"NegativeEmotions",81.25,1,91.7777777777778,6,0,"usa",2,40,3,84,52,5
"CollectAction",75.5,0,31.6666666666667,3,2,"usa",2,25,2,NA,50,4
"SystemJust",60,1,55.7777777777778,6,2,"usa",1,64,3,54,50,5
"BindingMoral",92.75,0,79.7777777777778,1,0,"usa",1,36,3,6,4,1
"SystemJust",87.25,1,80.4444444444444,6,0,"usa",2,54,3,NA,NA,5
"Control",100,2,79.7777777777778,7,0,"usa",2,43,4,4,5,7
"NegativeEmotions",97.25,0,96.7777777777778,10,1,"usa",2,25,3,96,100,4
"DynamicNorm",100,0,96.3333333333333,5,1,"usa",1,69,3,51,51,5
"FutureSelfCont",98.25,8,85.5555555555556,7,1,"usa",1,70,3,30,32,5
"PluralIgnorance",99.5,1,87,4,0,"usa",1,68,3,26,51,5
"DynamicNorm",59.5,8,57.6666666666667,4,1,"usa",1,34,3,70,69,4
"DynamicNorm",95.25,1,65,7,0,"usa",2,39,2,NA,NA,1
"Control",16.25,0,0,5,2,"usa",2,61,2,95,94,3
